approval_id,invoice_id,employee_id,vendor_id,approval_date,invoice_amount,employee_approval_limit,decision,approval_time_hour,is_fraud_ground_truth
APR01051,INV01051,E015,V002,2026-01-01,620702.81,100000,Escalated,17,0
APR01052,INV01052,E004,V002,2026-06-05,228349.91,250000,Approved,11,0
APR01053,INV01053,E003,V012,2025-10-14,173229.79,500000,Approved,16,0
APR01054,INV01054,E015,V017,2025-08-18,53871.35,100000,Approved,9,0
APR01055,INV01055,E008,V002,2026-05-17,325182.03,100000,Rejected,8,0
APR01056,INV01056,E005,V019,2026-05-25,645489.01,500000,Escalated,12,0
APR01057,INV01057,E003,V021,2025-10-13,132630.13,500000,Approved,10,0
APR01058,INV01058,E003,V026,2026-01-03,264623.51,500000,Approved,19,0
APR01059,INV01059,E005,V016,2026-06-03,321071.52,500000,Approved,12,0
APR01060,INV01060,E007,V001,2025-12-10,63776.24,2500000,Approved,13,0
APR01061,INV01061,E005,V026,2025-05-27,470642.05,500000,Approved,13,0
APR01062,INV01062,E014,V029,2025-04-12,344759.16,100000,Escalated,12,0
APR01063,INV01063,E013,V008,2026-01-04,459564.6,100000,Escalated,19,0
APR01064,INV01064,E017,V020,2026-01-28,198825.06,2500000,Approved,17,0
APR01065,INV01065,E006,V029,2026-03-28,205153.38,500000,Flagged,9,1
APR01066,INV01066,E006,V013,2025-01-03,327566.34,500000,Approved,11,0
APR01067,INV01067,E007,V028,2025-04-16,291178.88,2500000,Approved,16,0
APR01068,INV01068,E015,V018,2025-09-04,317060.95,100000,Rejected,20,0
APR01069,INV01069,E009,V012,2025-10-28,105226.5,250000,Approved,14,0
APR01070,INV01070,E011,V012,2026-01-14,232346.99,2500000,Approved,9,0
APR01071,INV01071,E001,V001,2026-06-05,67888.09,250000,Approved,8,0
APR01072,INV01072,E002,V016,2026-01-25,529390.31,2500000,Approved,13,0
APR01073,INV01073,E013,V024,2025-01-26,296707.46,100000,Escalated,11,0
APR01074,INV01074,E016,V026,2025-01-24,408968.03,500000,Approved,15,0
APR01075,INV01075,E010,V030,2026-06-01,383839.0,500000,Approved,9,0
APR01076,INV01076,E010,V030,2025-04-10,328998.31,500000,Approved,10,0
APR01077,INV01077,E006,V003,2026-05-10,178599.18,500000,Approved,15,0
APR01078,INV01078,E007,V001,2025-07-24,89886.04,2500000,Approved,11,0
APR01079,INV01079,E011,V020,2025-07-05,109731.35,2500000,Approved,12,0
APR01080,INV01080,E019,V021,2025-04-26,174981.17,250000,Approved,10,0
APR01081,INV01081,E003,V020,2026-04-02,120132.51,500000,Approved,8,0
APR01082,INV01082,E010,V015,2026-05-01,147168.81,500000,Approved,12,0
APR01083,INV01083,E008,V014,2025-02-21,363176.32,100000,Rejected,12,0
APR01084,INV01084,E010,V003,2025-10-30,493854.54,500000,Approved,19,1
APR01085,INV01085,E004,V005,2025-09-28,201477.83,250000,Approved,11,0
APR01086,INV01086,E005,V003,2025-07-22,216203.78,500000,Approved,13,0
APR01087,INV01087,E008,V010,2025-06-07,1296587.07,100000,Escalated,15,1
APR01088,INV01088,E019,V028,2025-09-15,239699.43,250000,Approved,13,0
APR01089,INV01089,E002,V020,2025-08-30,383110.52,2500000,Approved,13,1
APR01090,INV01090,E004,V022,2026-03-05,386674.56,250000,Escalated,9,0
APR01091,INV01091,E005,V003,2025-11-26,220809.94,500000,Approved,9,0
APR01092,INV01092,E014,V018,2025-04-23,556016.15,100000,Escalated,19,1
APR01093,INV01093,E006,V021,2026-02-09,180988.15,500000,Approved,13,0
APR01094,INV01094,E016,V012,2025-09-27,91004.28,500000,Approved,12,0
APR01095,INV01095,E015,V016,2026-04-28,284149.78,100000,Rejected,16,0
APR01096,INV01096,E003,V028,2026-03-02,263440.27,500000,Approved,20,0
APR01097,INV01097,E020,V014,2026-03-14,325103.4,2500000,Flagged,19,1
APR01098,INV01098,E002,V007,2026-01-06,819160.87,2500000,Approved,9,0
APR01099,INV01099,E004,V026,2025-06-23,610916.26,250000,Escalated,18,0
APR01100,INV01100,E001,V026,2025-09-28,365748.22,250000,Rejected,14,0
APR01101,INV01101,E013,V020,2026-06-11,171186.4,100000,Escalated,8,1
APR01102,INV01102,E013,V007,2025-11-16,395978.19,100000,Escalated,10,0
APR01103,INV01103,E009,V008,2025-02-06,527446.26,250000,Rejected,16,0
APR01104,INV01104,E010,V008,2025-09-09,320285.59,500000,Approved,17,0
APR01105,INV01105,E007,V017,2025-09-04,125327.51,2500000,Approved,10,0
APR01106,INV01106,E002,V005,2026-04-17,259521.39,2500000,Approved,16,0
APR01107,INV01107,E020,V030,2025-08-13,367472.21,2500000,Approved,20,0
APR01108,INV01108,E008,V022,2025-08-20,555931.69,100000,Escalated,16,0
APR01109,INV01109,E019,V013,2025-02-24,747708.67,250000,Escalated,17,0
APR01110,INV01110,E019,V016,2025-10-06,245443.81,250000,Approved,10,0
APR01111,INV01111,E009,V019,2025-05-06,445588.19,250000,Escalated,16,0
APR01112,INV01112,E006,V007,2025-01-28,675633.86,500000,Rejected,17,0
APR01113,INV01113,E005,V020,2025-07-13,163802.57,500000,Approved,9,0
APR01114,INV01114,E011,V009,2026-01-13,506251.74,2500000,Approved,12,0
APR01115,INV01115,E004,V019,2025-04-11,499001.49,250000,Escalated,19,0
APR01116,INV01116,E008,V027,2025-04-18,198768.66,100000,Rejected,20,0
APR01117,INV01117,E003,V006,2025-07-21,273431.94,500000,Approved,10,0
APR01118,INV01118,E001,V019,2025-10-25,385300.13,250000,Rejected,17,0
APR01119,INV01119,E001,V004,2025-02-14,119317.27,250000,Approved,14,0
APR01120,INV01120,E003,V016,2025-04-22,410303.41,500000,Approved,15,1
APR01121,INV01121,E016,V012,2025-10-09,187538.52,500000,Approved,13,0
APR01122,INV01122,E002,V014,2025-08-29,184327.43,2500000,Approved,15,0
APR01123,INV01123,E007,V004,2025-11-29,91788.85,2500000,Approved,19,1
APR01124,INV01124,E019,V016,2025-01-13,167952.78,250000,Approved,11,0
APR01125,INV01125,E003,V028,2026-05-11,351588.56,500000,Approved,20,0
APR01126,INV01126,E011,V013,2025-11-17,425141.56,2500000,Approved,16,0
APR01127,INV01127,E018,V027,2025-05-11,97696.16,500000,Approved,20,0
APR01128,INV01128,E017,V018,2026-03-11,334023.2,2500000,Approved,12,0
APR01129,INV01129,E010,V016,2025-01-05,257521.98,500000,Approved,14,0
APR01130,INV01130,E019,V021,2025-09-20,137342.45,250000,Approved,8,0
APR01131,INV01131,E010,V023,2025-02-22,70269.47,500000,Approved,20,0
APR01132,INV01132,E004,V022,2026-01-31,356225.43,250000,Rejected,18,0
APR01133,INV01133,E018,V013,2025-07-11,251901.19,500000,Approved,11,0
APR01134,INV01134,E016,V008,2025-08-03,728962.65,500000,Escalated,8,0
APR01135,INV01135,E003,V018,2025-01-04,555043.74,500000,Escalated,17,0
APR01136,INV01136,E009,V002,2025-07-06,420753.68,250000,Rejected,16,0
APR01137,INV01137,E015,V024,2025-01-03,277343.53,100000,Rejected,14,0
APR01138,INV01138,E010,V030,2025-01-11,974121.92,500000,Escalated,10,0
APR01139,INV01139,E017,V010,2025-11-07,736572.81,2500000,Approved,19,0
APR01140,INV01140,E006,V005,2025-09-10,80793.69,500000,Approved,13,0
APR01141,INV01141,E007,V003,2025-05-22,341978.23,2500000,Approved,15,1
APR01142,INV01142,E018,V018,2026-05-20,377566.57,500000,Approved,9,0
APR01143,INV01143,E016,V023,2025-01-06,84576.23,500000,Approved,19,0
APR01144,INV01144,E001,V005,2025-09-09,293960.53,250000,Rejected,16,0
APR01145,INV01145,E007,V011,2025-02-04,434730.1,2500000,Approved,19,0
APR01146,INV01146,E003,V030,2025-07-03,757641.83,500000,Escalated,15,0
APR01147,INV01147,E002,V007,2025-06-05,428487.09,2500000,Approved,10,1
APR01148,INV01148,E011,V009,2025-04-02,632296.81,2500000,Approved,10,0
APR01149,INV01149,E015,V028,2025-05-27,165806.86,100000,Rejected,10,0
APR01150,INV01150,E014,V027,2025-05-19,181217.34,100000,Rejected,18,0
APR01151,INV01151,E015,V002,2026-05-21,888730.53,100000,Rejected,11,0
APR01152,INV01152,E019,V009,2025-02-12,348883.16,250000,Rejected,13,0
APR01153,INV01153,E003,V021,2025-11-09,258858.43,500000,Approved,18,0
APR01154,INV01154,E003,V027,2025-03-05,144969.21,500000,Approved,13,0
APR01155,INV01155,E012,V022,2026-02-13,282346.83,2500000,Approved,8,0
APR01156,INV01156,E001,V016,2025-10-12,229972.03,250000,Approved,12,0
APR01157,INV01157,E013,V007,2025-04-17,453312.58,100000,Escalated,9,0
APR01158,INV01158,E008,V014,2026-03-16,194000.03,100000,Escalated,13,0
APR01159,INV01159,E010,V011,2026-02-02,332006.52,500000,Approved,17,0
APR01160,INV01160,E007,V008,2025-10-02,460265.86,2500000,Approved,14,0
APR01161,INV01161,E017,V010,2026-06-12,250379.65,2500000,Approved,16,0
APR01162,INV01162,E009,V030,2025-02-19,453720.55,250000,Rejected,9,1
APR01163,INV01163,E006,V030,2025-07-22,544127.34,500000,Rejected,17,0
APR01164,INV01164,E003,V005,2025-04-29,176239.67,500000,Approved,13,0
APR01165,INV01165,E006,V013,2025-08-16,810710.31,500000,Rejected,11,0
APR01166,INV01166,E007,V016,2025-08-09,418731.77,2500000,Approved,16,0
APR01167,INV01167,E017,V018,2025-07-01,496569.36,2500000,Approved,13,1
APR01168,INV01168,E005,V009,2026-05-02,263971.48,500000,Approved,10,0
APR01169,INV01169,E014,V012,2025-12-21,171737.5,100000,Rejected,20,0
APR01170,INV01170,E005,V021,2026-02-28,139409.2,500000,Approved,12,0
APR01171,INV01171,E016,V010,2025-01-29,471322.87,500000,Approved,8,0
APR01172,INV01172,E015,V012,2025-07-01,96089.96,100000,Approved,13,1
APR01173,INV01173,E019,V029,2025-04-03,282860.49,250000,Escalated,16,0
APR01174,INV01174,E011,V010,2025-10-08,434553.4,2500000,Approved,19,0
APR01175,INV01175,E020,V024,2025-10-18,261578.2,2500000,Approved,9,0
APR01176,INV01176,E007,V024,2025-03-14,151898.32,2500000,Approved,15,0
APR01177,INV01177,E017,V024,2026-05-25,469442.65,2500000,Approved,12,0
APR01178,INV01178,E005,V015,2025-06-21,336854.84,500000,Approved,16,0
APR01179,INV01179,E003,V002,2025-07-02,494244.67,500000,Approved,19,0
APR01180,INV01180,E012,V014,2025-12-20,263648.08,2500000,Approved,9,0
APR01181,INV01181,E005,V017,2025-06-20,101757.1,500000,Approved,10,0
APR01182,INV01182,E010,V011,2025-09-12,489269.36,500000,Approved,20,0
APR01183,INV01183,E017,V027,2025-07-17,236975.79,2500000,Approved,14,0
APR01184,INV01184,E010,V014,2026-01-22,248585.66,500000,Approved,12,0
APR01185,INV01185,E020,V015,2025-02-01,211150.62,2500000,Approved,9,0
APR01186,INV01186,E009,V004,2025-10-12,45017.57,250000,Approved,12,0
APR01187,INV01187,E018,V019,2026-04-18,546220.66,500000,Escalated,8,0
APR01188,INV01188,E013,V010,2026-01-31,318400.51,100000,Escalated,10,0
APR01189,INV01189,E008,V026,2025-01-12,343384.75,100000,Rejected,10,0
APR01190,INV01190,E001,V012,2025-07-28,112484.05,250000,Approved,9,0
APR01191,INV01191,E012,V003,2025-12-22,206847.1,2500000,Approved,20,0
APR01192,INV01192,E010,V025,2025-02-22,272825.9,500000,Approved,18,0
APR01193,INV01193,E016,V007,2025-07-30,3000097.78,500000,Rejected,20,1
APR01194,INV01194,E020,V010,2025-02-20,240400.66,2500000,Approved,11,0
APR01195,INV01195,E010,V024,2025-03-02,320662.75,500000,Approved,11,0
APR01196,INV01196,E012,V021,2026-05-02,178014.9,2500000,Approved,11,0
APR01197,INV01197,E018,V009,2025-06-01,549282.22,500000,Rejected,15,0
APR01198,INV01198,E012,V013,2026-05-02,369405.46,2500000,Approved,10,0
APR01199,INV01199,E017,V001,2025-07-12,102828.01,2500000,Approved,11,0
APR01200,INV01200,E002,V015,2025-11-08,409328.21,2500000,Approved,20,0
APR01201,INV01201,E008,V016,2026-03-21,201374.56,100000,Rejected,12,0
APR01202,INV01202,E006,V012,2025-07-23,105253.96,500000,Approved,18,1
APR01203,INV01203,E011,V003,2025-02-20,197017.32,2500000,Approved,17,0
APR01204,INV01204,E007,V014,2025-07-20,643155.38,2500000,Approved,19,0
APR01205,INV01205,E013,V005,2025-04-17,130458.39,100000,Rejected,14,0
APR01206,INV01206,E020,V017,2025-03-26,77650.77,2500000,Approved,19,0
APR01207,INV01207,E008,V026,2025-01-12,386242.26,100000,Escalated,12,0
APR01208,INV01208,E014,V027,2025-08-16,252088.34,100000,Rejected,14,0
APR01209,INV01209,E007,V003,2025-02-25,243887.69,2500000,Approved,8,0
APR01210,INV01210,E012,V004,2025-04-12,43430.05,2500000,Approved,10,0
APR01211,INV01211,E019,V030,2025-06-21,460364.89,250000,Escalated,18,0
APR01212,INV01212,E015,V015,2025-01-09,462963.71,100000,Escalated,12,0
APR01213,INV01213,E010,V023,2025-11-08,65302.19,500000,Approved,9,0
APR01214,INV01214,E019,V019,2025-03-28,735825.27,250000,Rejected,11,0
APR01215,INV01215,E018,V027,2026-01-24,137279.93,500000,Approved,12,0
APR01216,INV01216,E006,V022,2025-11-18,436424.49,500000,Approved,17,0
APR01217,INV01217,E020,V012,2025-07-05,77478.6,2500000,Approved,9,0
APR01218,INV01218,E007,V030,2025-03-16,217298.91,2500000,Approved,8,0
APR01219,INV01219,E005,V018,2025-04-28,911531.61,500000,Escalated,17,1
APR01220,INV01220,E010,V004,2025-10-10,59108.9,500000,Approved,9,1
APR01221,INV01221,E012,V021,2025-10-08,243112.78,2500000,Approved,14,0
APR01222,INV01222,E003,V021,2025-05-02,132411.28,500000,Approved,9,0
APR01223,INV01223,E014,V022,2026-06-04,694625.29,100000,Rejected,17,0
APR01224,INV01224,E002,V004,2026-03-05,54896.87,2500000,Approved,8,0
APR01225,INV01225,E006,V022,2026-03-02,450548.22,500000,Approved,11,0
APR01226,INV01226,E020,V019,2025-02-04,339668.95,2500000,Approved,9,0
APR01227,INV01227,E019,V025,2025-11-09,737776.02,250000,Escalated,14,0
APR01228,INV01228,E016,V001,2025-10-09,67223.11,500000,Approved,16,0
APR01229,INV01229,E017,V020,2025-05-23,233786.46,2500000,Approved,16,0
APR01230,INV01230,E009,V023,2026-02-04,113157.45,250000,Approved,9,0
APR01231,INV01231,E015,V003,2026-03-11,291082.14,100000,Rejected,12,0
APR01232,INV01232,E015,V027,2025-11-15,206625.89,100000,Escalated,9,0
APR01233,INV01233,E011,V014,2025-10-22,341297.17,2500000,Approved,12,0
APR01234,INV01234,E003,V011,2025-06-15,220204.07,500000,Approved,10,0
APR01235,INV01235,E012,V029,2025-05-25,286968.47,2500000,Approved,17,0
APR01236,INV01236,E018,V021,2025-10-29,255072.95,500000,Approved,17,0
APR01237,INV01237,E010,V029,2025-09-29,658103.72,500000,Rejected,18,0
APR01238,INV01238,E018,V017,2026-01-23,128555.47,500000,Approved,10,0
APR01239,INV01239,E012,V030,2026-01-15,594765.18,2500000,Approved,8,0
APR01240,INV01240,E001,V030,2025-09-13,349282.38,250000,Escalated,8,0
APR01241,INV01241,E019,V008,2025-06-05,376516.65,250000,Rejected,18,0
APR01242,INV01242,E014,V011,2025-02-21,261015.56,100000,Rejected,19,0
APR01243,INV01243,E012,V016,2026-03-10,287053.93,2500000,Approved,10,0
APR01244,INV01244,E017,V018,2026-05-24,722709.9,2500000,Approved,19,0
APR01245,INV01245,E004,V027,2026-02-10,304445.43,250000,Rejected,14,0
APR01246,INV01246,E012,V024,2025-05-27,342408.03,2500000,Approved,10,0
APR01247,INV01247,E012,V006,2026-03-05,293332.56,2500000,Approved,12,0
APR01248,INV01248,E002,V002,2025-05-18,346544.46,2500000,Approved,11,0
APR01249,INV01249,E017,V005,2026-04-09,156708.74,2500000,Approved,17,0
APR01250,INV01250,E008,V023,2026-02-02,58756.38,100000,Approved,10,0
APR01251,INV01251,E018,V001,2026-02-05,50678.02,500000,Approved,11,1
APR01252,INV01252,E012,V014,2025-10-10,212628.9,2500000,Approved,11,1
APR01253,INV01253,E015,V012,2026-02-05,1249463.72,100000,Rejected,15,1
APR01254,INV01254,E011,V008,2025-01-15,421676.67,2500000,Approved,18,0
APR01255,INV01255,E007,V025,2026-05-11,752389.77,2500000,Approved,18,0
APR01256,INV01256,E020,V015,2026-04-27,319442.12,2500000,Approved,15,0
APR01257,INV01257,E003,V014,2025-10-12,275616.91,500000,Approved,18,0
APR01258,INV01258,E006,V005,2026-04-20,128714.72,500000,Approved,8,0
APR01259,INV01259,E002,V013,2025-09-02,267868.31,2500000,Approved,8,0
APR01260,INV01260,E007,V007,2025-06-24,411850.54,2500000,Approved,19,0
APR01261,INV01261,E005,V010,2025-10-13,375400.23,500000,Approved,9,0
APR01262,INV01262,E007,V012,2026-04-04,121589.12,2500000,Approved,17,0
APR01263,INV01263,E004,V014,2026-04-10,264734.66,250000,Escalated,13,0
APR01264,INV01264,E003,V001,2026-03-10,52246.51,500000,Approved,18,0
APR01265,INV01265,E015,V001,2025-02-19,56053.96,100000,Approved,16,0
APR01266,INV01266,E005,V020,2026-03-03,114418.99,500000,Approved,8,0
APR01267,INV01267,E003,V012,2025-06-02,155183.52,500000,Approved,12,0
APR01268,INV01268,E018,V029,2025-04-22,323181.29,500000,Approved,17,0
APR01269,INV01269,E006,V007,2025-03-04,561619.91,500000,Escalated,19,0
APR01270,INV01270,E011,V006,2026-03-24,265848.63,2500000,Approved,18,0
APR01271,INV01271,E010,V019,2025-06-02,336623.13,500000,Approved,19,0
APR01272,INV01272,E017,V011,2025-05-18,238640.73,2500000,Approved,20,0
APR01273,INV01273,E001,V011,2026-05-26,205868.84,250000,Approved,19,0
APR01274,INV01274,E019,V020,2026-05-28,272044.98,250000,Escalated,15,0
APR01275,INV01275,E017,V024,2025-11-15,293483.11,2500000,Approved,12,0
APR01276,INV01276,E006,V027,2025-12-15,235630.2,500000,Approved,14,0
APR01277,INV01277,E018,V018,2025-04-27,811758.88,500000,Escalated,18,0
APR01278,INV01278,E017,V009,2026-04-01,419950.62,2500000,Approved,13,0
APR01279,INV01279,E003,V029,2026-06-11,396201.02,500000,Approved,18,0
APR01280,INV01280,E010,V013,2025-05-05,811139.73,500000,Escalated,17,0
APR01281,INV01281,E015,V011,2025-05-14,557391.27,100000,Escalated,10,0
APR01282,INV01282,E003,V023,2025-07-01,72702.27,500000,Approved,19,0
APR01283,INV01283,E012,V007,2025-02-13,229886.82,2500000,Approved,19,0
APR01284,INV01284,E003,V023,2026-02-03,38827.05,500000,Approved,15,0
APR01285,INV01285,E004,V004,2026-06-15,53077.38,250000,Approved,10,0
APR01286,INV01286,E001,V018,2026-05-14,396740.74,250000,Escalated,10,0
APR01287,INV01287,E011,V015,2025-09-06,321999.84,2500000,Approved,18,0
APR01288,INV01288,E004,V001,2025-12-14,155005.1,250000,Approved,8,1
APR01289,INV01289,E019,V030,2025-11-10,369155.9,250000,Escalated,11,0
APR01290,INV01290,E008,V010,2025-07-10,256041.37,100000,Escalated,19,0
APR01291,INV01291,E007,V020,2025-06-11,142768.62,2500000,Approved,14,0
APR01292,INV01292,E014,V005,2025-10-24,238900.88,100000,Rejected,8,0
APR01293,INV01293,E003,V019,2025-08-04,847278.55,500000,Escalated,12,0
APR01294,INV01294,E007,V027,2025-07-03,210813.46,2500000,Approved,13,0
APR01295,INV01295,E009,V030,2025-11-24,474029.18,250000,Escalated,10,0
APR01296,INV01296,E012,V017,2025-10-03,76368.13,2500000,Approved,20,0
APR01297,INV01297,E017,V017,2026-04-10,129268.58,2500000,Approved,12,0
APR01298,INV01298,E004,V003,2025-04-15,114039.38,250000,Approved,14,0
APR01299,INV01299,E003,V024,2025-10-01,390646.48,500000,Approved,14,0
APR01300,INV01300,E018,V020,2025-04-13,304264.98,500000,Approved,10,0
APR01301,INV01301,E004,V024,2025-12-12,755623.9,250000,Escalated,15,0
APR01302,INV01302,E011,V012,2025-12-01,191102.75,2500000,Approved,12,0
APR01303,INV01303,E006,V004,2025-09-05,90561.83,500000,Approved,8,0
APR01304,INV01304,E003,V022,2026-04-16,528679.28,500000,Rejected,13,0
APR01305,INV01305,E011,V019,2025-10-01,837403.78,2500000,Approved,15,0
APR01306,INV01306,E013,V016,2025-01-27,182328.22,100000,Rejected,9,0
APR01307,INV01307,E002,V011,2026-02-08,263648.08,2500000,Approved,12,1
APR01308,INV01308,E016,V027,2025-10-28,166333.15,500000,Approved,15,0
APR01309,INV01309,E019,V011,2025-12-31,303454.94,250000,Rejected,11,1
APR01310,INV01310,E018,V011,2025-05-09,212644.89,500000,Approved,16,0
APR01311,INV01311,E014,V011,2025-10-13,978131.16,100000,Escalated,10,1
APR01312,INV01312,E016,V019,2025-03-13,641195.42,500000,Rejected,15,0
APR01313,INV01313,E003,V029,2025-06-26,450823.96,500000,Approved,8,0
APR01314,INV01314,E003,V018,2026-03-20,480659.98,500000,Approved,8,0
APR01315,INV01315,E014,V020,2025-01-18,203190.27,100000,Escalated,11,0
APR01316,INV01316,E016,V003,2025-12-19,237472.58,500000,Approved,10,0
APR01317,INV01317,E010,V025,2025-01-17,321927.25,500000,Approved,14,0
APR01318,INV01318,E005,V003,2025-07-26,208860.9,500000,Approved,10,0
APR01319,INV01319,E007,V010,2025-11-09,1409639.82,2500000,Approved,11,0
APR01320,INV01320,E014,V006,2025-06-24,210046.22,100000,Escalated,9,0
APR01321,INV01321,E019,V030,2026-03-14,484054.39,250000,Escalated,19,0
APR01322,INV01322,E003,V022,2025-05-29,567172.2,500000,Escalated,17,0
APR01323,INV01323,E008,V013,2025-06-03,477972.29,100000,Rejected,10,0
APR01324,INV01324,E020,V020,2025-09-19,159184.71,2500000,Approved,9,0
APR01325,INV01325,E006,V015,2025-12-04,417118.23,500000,Approved,19,0
APR01326,INV01326,E001,V027,2025-07-01,388804.86,250000,Escalated,16,0
APR01327,INV01327,E001,V003,2025-12-01,415819.23,250000,Rejected,19,0
APR01328,INV01328,E018,V005,2025-07-25,176884.56,500000,Approved,10,0
APR01329,INV01329,E014,V010,2025-11-03,486157.7,100000,Escalated,12,0
APR01330,INV01330,E009,V015,2025-04-09,407942.1,250000,Rejected,9,0
APR01331,INV01331,E019,V014,2026-05-01,394767.1,250000,Rejected,13,0
APR01332,INV01332,E002,V028,2026-03-17,741773.04,2500000,Approved,10,1
APR01333,INV01333,E009,V013,2025-08-06,535657.15,250000,Rejected,20,0
APR01334,INV01334,E005,V011,2025-02-03,528062.2,500000,Escalated,16,0
APR01335,INV01335,E003,V024,2025-09-14,372370.91,500000,Approved,20,1
APR01336,INV01336,E005,V002,2026-01-31,248739.18,500000,Approved,9,0
APR01337,INV01337,E007,V020,2025-11-19,171593.09,2500000,Approved,11,0
APR01338,INV01338,E004,V030,2025-06-21,649388.21,250000,Rejected,16,1
APR01339,INV01339,E012,V023,2026-04-30,93180.0,2500000,Approved,18,0
APR01340,INV01340,E015,V018,2025-02-20,394690.43,100000,Escalated,18,0
APR01341,INV01341,E005,V014,2025-03-03,431796.86,500000,Flagged,12,1
APR01342,INV01342,E011,V027,2025-04-16,240662.32,2500000,Approved,9,0
APR01343,INV01343,E004,V015,2026-01-05,369447.96,250000,Escalated,12,0
APR01344,INV01344,E019,V030,2026-03-22,336295.92,250000,Rejected,10,0
APR01345,INV01345,E001,V027,2025-08-16,373288.04,250000,Escalated,20,0
APR01346,INV01346,E009,V014,2026-05-06,283804.7,250000,Escalated,9,0
APR01347,INV01347,E004,V023,2026-01-19,78301.31,250000,Approved,12,0
APR01348,INV01348,E012,V002,2025-09-10,533425.05,2500000,Approved,19,0
APR01349,INV01349,E009,V009,2025-02-25,180528.3,250000,Approved,20,0
APR01350,INV01350,E013,V019,2026-03-08,1180338.59,100000,Escalated,12,0
APR01351,INV01351,E012,V006,2026-02-01,493928.96,2500000,Approved,18,1
APR01352,INV01352,E014,V002,2025-04-24,520157.91,100000,Escalated,17,0
APR01353,INV01353,E004,V011,2026-06-13,625931.83,250000,Escalated,14,0
APR01354,INV01354,E009,V025,2025-10-06,287900.28,250000,Rejected,12,0
APR01355,INV01355,E019,V011,2025-10-10,344705.28,250000,Escalated,12,0
APR01356,INV01356,E002,V016,2026-02-27,240715.12,2500000,Approved,16,0
APR01357,INV01357,E001,V004,2025-04-11,60149.66,250000,Approved,18,0
APR01358,INV01358,E019,V029,2025-06-27,300830.44,250000,Escalated,8,1
APR01359,INV01359,E011,V003,2025-11-01,228239.23,2500000,Approved,17,0
APR01360,INV01360,E013,V022,2026-01-29,308551.19,100000,Escalated,14,0
APR01361,INV01361,E012,V001,2025-03-11,95529.04,2500000,Approved,9,0
APR01362,INV01362,E010,V019,2026-01-19,566499.26,500000,Escalated,9,0
APR01363,INV01363,E008,V028,2025-11-29,492440.93,100000,Rejected,12,0
APR01364,INV01364,E019,V001,2025-03-31,52580.33,250000,Approved,11,0
APR01365,INV01365,E016,V021,2026-01-18,242141.7,500000,Flagged,18,1
APR01366,INV01366,E005,V012,2025-07-29,158819.78,500000,Approved,17,0
APR01367,INV01367,E011,V019,2025-06-29,565025.95,2500000,Approved,10,0
APR01368,INV01368,E014,V025,2025-07-25,342519.54,100000,Escalated,16,0
APR01369,INV01369,E007,V028,2025-09-10,106499.17,2500000,Approved,11,1
APR01370,INV01370,E007,V016,2026-04-19,215055.72,2500000,Approved,8,0
APR01371,INV01371,E014,V020,2026-04-14,203114.76,100000,Rejected,12,0
APR01372,INV01372,E006,V028,2026-04-23,239296.91,500000,Approved,20,0
APR01373,INV01373,E009,V002,2025-02-16,419656.64,250000,Rejected,15,0
APR01374,INV01374,E003,V009,2026-04-30,440949.38,500000,Approved,8,0
APR01375,INV01375,E002,V019,2025-04-25,536542.96,2500000,Approved,20,0
APR01376,INV01376,E014,V011,2025-01-16,384304.12,100000,Rejected,18,0
APR01377,INV01377,E017,V021,2025-11-02,181985.29,2500000,Approved,15,0
APR01378,INV01378,E001,V005,2025-03-19,244765.39,250000,Approved,17,0
APR01379,INV01379,E008,V002,2025-11-30,221824.88,100000,Escalated,10,0
APR01380,INV01380,E019,V028,2026-04-21,409600.44,250000,Escalated,15,0
APR01381,INV01381,E012,V013,2025-01-20,279445.97,2500000,Approved,19,0
APR01382,INV01382,E009,V030,2026-04-26,255097.08,250000,Escalated,13,1
APR01383,INV01383,E007,V012,2026-02-23,141708.36,2500000,Approved,8,0
APR01384,INV01384,E008,V027,2025-08-11,195980.51,100000,Rejected,17,0
APR01385,INV01385,E014,V016,2025-04-08,326553.69,100000,Rejected,17,0
APR01386,INV01386,E010,V022,2025-02-26,476121.79,500000,Flagged,17,1
APR01387,INV01387,E019,V006,2025-10-15,347079.15,250000,Escalated,9,0
APR01388,INV01388,E012,V028,2026-01-11,2400225.63,2500000,Flagged,18,1
APR01389,INV01389,E010,V021,2026-02-25,71563.66,500000,Approved,12,1
APR01390,INV01390,E015,V029,2026-05-05,533166.3,100000,Rejected,16,0
APR01391,INV01391,E006,V003,2025-09-09,229486.44,500000,Approved,19,0
APR01392,INV01392,E014,V002,2026-03-15,96749.9,100000,Approved,18,1
APR01393,INV01393,E016,V007,2025-04-19,472952.33,500000,Approved,20,0
APR01394,INV01394,E016,V024,2025-08-15,465074.02,500000,Approved,11,0
APR01395,INV01395,E003,V015,2025-11-21,260264.51,500000,Approved,19,0
APR01396,INV01396,E013,V014,2025-10-01,96262.68,100000,Approved,14,0
APR01397,INV01397,E009,V019,2025-07-06,514546.93,250000,Rejected,14,0
APR01398,INV01398,E005,V015,2026-05-03,204593.74,500000,Approved,11,0
APR01399,INV01399,E010,V017,2025-10-08,95058.98,500000,Approved,19,0
APR01400,INV01400,E007,V026,2025-12-27,1151002.56,2500000,Approved,14,1
APR01401,INV01401,E009,V016,2026-05-27,131872.2,250000,Approved,9,0
